,type,sms,processedSMS,filteredSMS
880,1,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,privat 2003 account statement 07808 xxxxxx show 800 un redeem point call 08719899217 identifi code 41685 expir 07 11 04,"['privat', '2003', 'account', 'statement', '07808', 'xxxxxx', 'show', '800', 'un', 'redeem', 'point', 'call', '08719899217', 'identifi', 'code', '41685', 'expir', '07', '11', '04']"
881,1,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,hello need posh bird chap user trial prod champney put need address dob asap ta r,"['hello', 'need', 'posh', 'bird', 'chap', 'user', 'trial', 'prod', 'champney', 'put', 'need', 'address', 'dob', 'asap', 'ta', 'r']"
882,1,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,u want xma 100 free text messag new video phone half price line rental call free 0800 0721072 find,"['u', 'want', 'xma', '100', 'free', 'text', 'messag', 'new', 'video', 'phone', 'half', 'price', 'line', 'rental', 'call', 'free', '0800', '0721072', 'find']"
883,1,"Shop till u Drop, IS IT YOU, either 10K, 5K,  500 Cash or  100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",shop till u drop either 10k 5k 500 cash 100 travel voucher call 09064011000 ntt po box cr01327bt fixedlin cost 150ppm mobil vari,"['shop', 'till', 'u', 'drop', 'either', '10k', '5k', '500', 'cash', '100', 'travel', 'voucher', 'call', '09064011000', 'ntt', 'po', 'box', 'cr01327bt', 'fixedlin', 'cost', '150ppm', 'mobil', 'vari']"
884,1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277.  1.50 SP:Tyrone,sunshin quiz wkli q win top soni dvd player u know countri liverpool play mid week txt ansr 82277 1 50 sp tyron,"['sunshin', 'quiz', 'wkli', 'q', 'win', 'top', 'soni', 'dvd', 'player', 'u', 'know', 'countri', 'liverpool', 'play', 'mid', 'week', 'txt', 'ansr', '82277', '1', '50', 'sp', 'tyron']"
885,1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,u secret admir look 2 make contact u find r reveal think ur special call 09058094565,"['u', 'secret', 'admir', 'look', '2', 'make', 'contact', 'u', 'find', 'r', 'reveal', 'think', 'ur', 'special', 'call', '09058094565']"
886,1,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,u secret admir look 2 make contact u find r reveal think ur special call 09065171142 stopsm 08,"['u', 'secret', 'admir', 'look', '2', 'make', 'contact', 'u', 'find', 'r', 'reveal', 'think', 'ur', 'special', 'call', '09065171142', 'stopsm', '08']"
887,1,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,remind download content alreadi paid goto http doit mymobi tv collect content,"['remind', 'download', 'content', 'alreadi', 'paid', 'goto', 'http', 'doit', 'mymobi', 'tv', 'collect', 'content']"
888,1,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",free rington wait collect simpli text password mix 85069 verifi get usher britney fml,"['free', 'rington', 'wait', 'collect', 'simpli', 'text', 'password', 'mix', '85069', 'verifi', 'get', 'usher', 'britney', 'fml']"
889,1,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",lastest stereophon marley dizze racal libertin stroke win nookii game flirt click themob wap bookmark text wap 82468,"['lastest', 'stereophon', 'marley', 'dizze', 'racal', 'libertin', 'stroke', 'win', 'nookii', 'game', 'flirt', 'click', 'themob', 'wap', 'bookmark', 'text', 'wap', '82468']"
890,1,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",januari male sale hot gay chat cheaper call 08709222922 nation rate 1 5p min cheap 7 8p min peak stop text call 08712460324 10p min,"['januari', 'male', 'sale', 'hot', 'gay', 'chat', 'cheaper', 'call', '08709222922', 'nation', 'rate', '1', '5p', 'min', 'cheap', '7', '8p', 'min', 'peak', 'stop', 'text', 'call', '08712460324', '10p', 'min']"
891,1,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over  1million to give away ! ppt150x3+normal text rate box403 w1t1jy,money r lucki winner 2 claim prize text money 2 88600 1million give away ppt150x3 normal text rate box403 w1t1ji,"['money', 'r', 'lucki', 'winner', '2', 'claim', 'prize', 'text', 'money', '2', '88600', '1million', 'give', 'away', 'ppt150x3', 'normal', 'text', 'rate', 'box403', 'w1t1ji']"
892,1,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or  1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",dear matthew pleas call 09063440451 landlin complimentari 4 lux tenerif holiday 1000 cash await collect ppm150 sae cs box334 sk38xh,"['dear', 'matthew', 'pleas', 'call', '09063440451', 'landlin', 'complimentari', '4', 'lux', 'tenerif', 'holiday', '1000', 'cash', 'await', 'collect', 'ppm150', 'sae', 'cs', 'box334', 'sk38xh']"
893,1,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or  10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",urgent call 09061749602 landlin complimentari 4 tenerif holiday 10 000 cash await collect sae cs box 528 hp20 1yf 150ppm 18,"['urgent', 'call', '09061749602', 'landlin', 'complimentari', '4', 'tenerif', 'holiday', '10', '000', 'cash', 'await', 'collect', 'sae', 'cs', 'box', '528', 'hp20', '1yf', '150ppm', '18']"
894,1,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),get touch folk wait compani txt back name age opt enjoy commun 150p sm,"['get', 'touch', 'folk', 'wait', 'compani', 'txt', 'back', 'name', 'age', 'opt', 'enjoy', 'commun', '150p', 'sm']"
895,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cash balanc current 500 pound maxim ur cash send go 86688 150p msg cc 08718720201 po box 114 14 tcr w1,"['ur', 'cash', 'balanc', 'current', '500', 'pound', 'maxim', 'ur', 'cash', 'send', 'go', '86688', '150p', 'msg', 'cc', '08718720201', 'po', 'box', '114', '14', 'tcr', 'w1']"
896,1,Filthy stories and GIRLS waiting for your,filthi stori girl wait,"['filthi', 'stori', 'girl', 'wait']"
897,1,URGENT! We are trying to contact U. Todays draw shows that you have won a  800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,urgent tri contact u today draw show 800 prize guarante call 09050001808 land line claim m95 valid12hr,"['urgent', 'tri', 'contact', 'u', 'today', 'draw', 'show', '800', 'prize', 'guarante', 'call', '09050001808', 'land', 'line', 'claim', 'm95', 'valid12hr']"
898,1,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",congrat 2 mobil 3g videophon r call 09063458130 videochat wid mate play java game dload polyph music nolin rentl,"['congrat', '2', 'mobil', '3g', 'videophon', 'r', 'call', '09063458130', 'videochat', 'wid', 'mate', 'play', 'java', 'game', 'dload', 'polyph', 'music', 'nolin', 'rentl']"
899,1,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed  1000 cash or  5000 prize!,pleas call custom servic repres freephon 0808 145 4742 9am 11pm guarante 1000 cash 5000 prize,"['pleas', 'call', 'custom', 'servic', 'repres', 'freephon', '0808', '145', '4742', '9am', '11pm', 'guarante', '1000', 'cash', '5000', 'prize']"
900,1,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,panason bluetoothhdset free nokia free motorola free doublemin doubletxt orang contract call mobileupd8 08000839402 call 2optout,"['panason', 'bluetoothhdset', 'free', 'nokia', 'free', 'motorola', 'free', 'doublemin', 'doubletxt', 'orang', 'contract', 'call', 'mobileupd8', '08000839402', 'call', '2optout']"
901,1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free 1st week no1 nokia tone 4 ur mob everi week txt nokia 8007 get txting tell ur mate www getz co uk pobox 36504 w45wq norm150p tone 16,"['free', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'everi', 'week', 'txt', 'nokia', '8007', 'get', 'txting', 'tell', 'ur', 'mate', 'www', 'getz', 'co', 'uk', 'pobox', '36504', 'w45wq', 'norm150p', 'tone', '16']"
902,1,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,guess somebodi know secretli fanci wan na find give us call 09065394514 landlin datebox1282essexcm61xn 150p min 18,"['guess', 'somebodi', 'know', 'secretli', 'fanci', 'wan', 'na', 'find', 'give', 'us', 'call', '09065394514', 'landlin', 'datebox1282essexcm61xn', '150p', 'min', '18']"
903,1,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",know someon know fanci call 09058097218 find pobox 6 ls15hb 150p,"['know', 'someon', 'know', 'fanci', 'call', '09058097218', 'find', 'pobox', '6', 'ls15hb', '150p']"
904,1,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",1000 flirt txt girl bloke ur name age eg girl zoe 18 8007 join get chat,"['1000', 'flirt', 'txt', 'girl', 'bloke', 'ur', 'name', 'age', 'eg', 'girl', 'zoe', '18', '8007', 'join', 'get', 'chat']"
905,1,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,18 day euro2004 kickoff u kept inform latest news result daili unsubscrib send get euro stop 83222,"['18', 'day', 'euro2004', 'kickoff', 'u', 'kept', 'inform', 'latest', 'news', 'result', 'daili', 'unsubscrib', 'send', 'get', 'euro', 'stop', '83222']"
906,1,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN  100 Cash WKENT/150P16+,eastend tv quiz flower dot compar violet e tulip f lili txt e f 84025 4 chanc 2 win 100 cash wkent 150p16,"['eastend', 'tv', 'quiz', 'flower', 'dot', 'compar', 'violet', 'e', 'tulip', 'f', 'lili', 'txt', 'e', 'f', '84025', '4', 'chanc', '2', 'win', '100', 'cash', 'wkent', '150p16']"
907,1,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,new local date area lot new peopl regist area repli date start 18 www flirtparti us replys150,"['new', 'local', 'date', 'area', 'lot', 'new', 'peopl', 'regist', 'area', 'repli', 'date', 'start', '18', 'www', 'flirtparti', 'us', 'replys150']"
908,1,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,someon u know ask date servic 2 contact cant guess call 09058091854 reveal po box385 m6 6wu,"['someon', 'u', 'know', 'ask', 'date', 'servic', '2', 'contact', 'cant', 'guess', 'call', '09058091854', 'reveal', 'po', 'box385', 'm6', '6wu']"
909,1,URGENT! We are trying to contact U. Todays draw shows that you have won a  800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,urgent tri contact u today draw show 800 prize guarante call 09050003091 land line claim c52 valid12hr,"['urgent', 'tri', 'contact', 'u', 'today', 'draw', 'show', '800', 'prize', 'guarante', 'call', '09050003091', 'land', 'line', 'claim', 'c52', 'valid12hr']"
910,1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,dear u invit xchat final attempt contact u txt chat 86688,"['dear', 'u', 'invit', 'xchat', 'final', 'attempt', 'contact', 'u', 'txt', 'chat', '86688']"
911,1,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p  3.99,award sipix digit camera call 09061221061 landlin deliveri within 28day cs box177 m221bp 2yr warranti 150ppm 16 p p 3 99,"['award', 'sipix', 'digit', 'camera', 'call', '09061221061', 'landlin', 'deliveri', 'within', '28day', 'cs', 'box177', 'm221bp', '2yr', 'warranti', '150ppm', '16', 'p', 'p', '3', '99']"
912,1,WIN URGENT! Your mobile number has been awarded with a  2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,win urgent mobil number award 2000 prize guarante call 09061790121 land line claim 3030 valid 12hr 150ppm,"['win', 'urgent', 'mobil', 'number', 'award', '2000', 'prize', 'guarante', 'call', '09061790121', 'land', 'line', 'claim', '3030', 'valid', '12hr', '150ppm']"
913,1,Dear Subscriber ur draw 4  100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,dear subscrib ur draw 4 100 gift voucher b enter receipt correct an elvi presley birthday txt answer 80062,"['dear', 'subscrib', 'ur', 'draw', '4', '100', 'gift', 'voucher', 'b', 'enter', 'receipt', 'correct', 'an', 'elvi', 'presley', 'birthday', 'txt', 'answer', '80062']"
914,1,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,messag import inform o2 user today lucki day 2 find log onto http www urawinn com fantast surpris await,"['messag', 'import', 'inform', 'o2', 'user', 'today', 'lucki', 'day', '2', 'find', 'log', 'onto', 'http', 'www', 'urawinn', 'com', 'fantast', 'surpris', 'await']"
915,1,"449050000301 You have won a  2,000 price! To claim, call 09050000301.",449050000301 2 000 price claim call 09050000301,"['449050000301', '2', '000', 'price', 'claim', 'call', '09050000301']"
916,1,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",bore speed date tri speedchat txt speedchat 80155 like em txt swap get new chatter chat80155 pobox36504w45wq 150p msg rcd 16,"['bore', 'speed', 'date', 'tri', 'speedchat', 'txt', 'speedchat', '80155', 'like', 'em', 'txt', 'swap', 'get', 'new', 'chatter', 'chat80155', 'pobox36504w45wq', '150p', 'msg', 'rcd', '16']"
917,1,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,want 750 anytim network min 150 text new video phone five pound per week call 08000776320 repli deliveri tomorrow,"['want', '750', 'anytim', 'network', 'min', '150', 'text', 'new', 'video', 'phone', 'five', 'pound', 'per', 'week', 'call', '08000776320', 'repli', 'deliveri', 'tomorrow']"
918,1,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,take part mobil survey yesterday 500 text 2 use howev wish 2 get txt send txt 80160 c www txt43 com 1 50p,"['take', 'part', 'mobil', 'survey', 'yesterday', '500', 'text', '2', 'use', 'howev', 'wish', '2', 'get', 'txt', 'send', 'txt', '80160', 'c', 'www', 'txt43', 'com', '1', '50p']"
919,1,Ur HMV Quiz cash-balance is currently  500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,ur hmv quiz cash balanc current 500 maxim ur cash send hmv1 86688 150p msg,"['ur', 'hmv', 'quiz', 'cash', 'balanc', 'current', '500', 'maxim', 'ur', 'cash', 'send', 'hmv1', '86688', '150p', 'msg']"
920,1,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,dont forget place mani free request 1stchoic co uk wish inform call 08707808226,"['dont', 'forget', 'place', 'mani', 'free', 'request', '1stchoic', 'co', 'uk', 'wish', 'inform', 'call', '08707808226']"
921,1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,know u u know send chat 86688 let find 150p msg rcvd hg suite342 2land row w1j6hl ldn 18 year,"['know', 'u', 'u', 'know', 'send', 'chat', '86688', 'let', 'find', '150p', 'msg', 'rcvd', 'hg', 'suite342', '2land', 'row', 'w1j6hl', 'ldn', '18', 'year']"
922,1,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",thank winner notifi sm good luck futur market repli stop 84122 custom servic 08450542832,"['thank', 'winner', 'notifi', 'sm', 'good', 'luck', 'futur', 'market', 'repli', 'stop', '84122', 'custom', 'servic', '08450542832']"
923,1,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(  1.50p. m),1000 girl mani local 2 u r virgin 2 r readi 2 4fil ur everi sexual need u 4fil text cute 69911 1 50p,"['1000', 'girl', 'mani', 'local', '2', 'u', 'r', 'virgin', '2', 'r', 'readi', '2', '4fil', 'ur', 'everi', 'sexual', 'need', 'u', '4fil', 'text', 'cute', '69911', '1', '50p']"
924,1,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,free entri 2 wkli comp win fa cup final tkt 21st may 2005 text fa 87121 receiv entri question std txt rate c appli 08452810075over18,"['free', 'entri', '2', 'wkli', 'comp', 'win', 'fa', 'cup', 'final', 'tkt', '21st', 'may', '2005', 'text', 'fa', '87121', 'receiv', 'entri', 'question', 'std', 'txt', 'rate', 'c', 'appli', '08452810075over18']"
925,1,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",got take 2 take part wrc ralli oz u lucozad energi text ralli le 61200 25p see pack lucozad co uk wrc itcould u,"['got', 'take', '2', 'take', 'part', 'wrc', 'ralli', 'oz', 'u', 'lucozad', 'energi', 'text', 'ralli', 'le', '61200', '25p', 'see', 'pack', 'lucozad', 'co', 'uk', 'wrc', 'itcould', 'u']"
926,1,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16  3/wk 087016248,sex ur mobil free sexi pic jordan text babe 88600 everi wk get sexi celeb pocketbab co uk 4 pic 16 3 wk 087016248,"['sex', 'ur', 'mobil', 'free', 'sexi', 'pic', 'jordan', 'text', 'babe', '88600', 'everi', 'wk', 'get', 'sexi', 'celeb', 'pocketbab', 'co', 'uk', '4', 'pic', '16', '3', 'wk', '087016248']"
927,1,You have 1 new voicemail. Please call 08719181503,1 new voicemail pleas call 08719181503,"['1', 'new', 'voicemail', 'pleas', 'call', '08719181503']"
928,1,WIN a year supply of CDs 4 a store of ur choice worth  500 & enter our  100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,win year suppli cd 4 store ur choic worth 500 enter 100 weekli draw txt music 87066 ts cs www ldew com subs16 1win150ppmx3,"['win', 'year', 'suppli', 'cd', '4', 'store', 'ur', 'choic', 'worth', '500', 'enter', '100', 'weekli', 'draw', 'txt', 'music', '87066', 'ts', 'cs', 'www', 'ldew', 'com', 'subs16', '1win150ppmx3']"
929,1,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",sim subscrib select receiv bonu get deliv door txt word ok 88600 claim 150p msg exp 30apr,"['sim', 'subscrib', 'select', 'receiv', 'bonu', 'get', 'deliv', 'door', 'txt', 'word', 'ok', '88600', 'claim', '150p', 'msg', 'exp', '30apr']"
930,1,You have 1 new voicemail. Please call 08719181513.,1 new voicemail pleas call 08719181513,"['1', 'new', 'voicemail', 'pleas', 'call', '08719181513']"
931,1,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1 nokia tone 4 ur mob everi week txt nok 87021 1st tone free get txtin tell ur friend 150p tone 16 repli hl 4info,"['1', 'nokia', 'tone', '4', 'ur', 'mob', 'everi', 'week', 'txt', 'nok', '87021', '1st', 'tone', 'free', 'get', 'txtin', 'tell', 'ur', 'friend', '150p', 'tone', '16', 'repli', 'hl', '4info']"
932,1,You are a winner U have been specially selected 2 receive  1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,winner u special select 2 receiv 1000 cash 4 holiday flight inc speak live oper 2 claim 0871277810810,"['winner', 'u', 'special', 'select', '2', 'receiv', '1000', 'cash', '4', 'holiday', 'flight', 'inc', 'speak', 'live', 'oper', '2', 'claim', '0871277810810']"
933,1,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,repli name address receiv post week complet free accommod variou global locat www phb1 com ph 08700435505150p,"['repli', 'name', 'address', 'receiv', 'post', 'week', 'complet', 'free', 'accommod', 'variou', 'global', 'locat', 'www', 'phb1', 'com', 'ph', '08700435505150p']"
934,1,FREE entry into our  250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,free entri 250 weekli comp send word enter 84128 18 c www textcomp com cust care 08712405020,"['free', 'entri', '250', 'weekli', 'comp', 'send', 'word', 'enter', '84128', '18', 'c', 'www', 'textcomp', 'com', 'cust', 'care', '08712405020']"
935,1,Please CALL 08712402779 immediately as there is an urgent message waiting for you,pleas call 08712402779 immedi urgent messag wait,"['pleas', 'call', '08712402779', 'immedi', 'urgent', 'messag', 'wait']"
936,1,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",hungri gay guy feel hungri 4 call 08718730555 10p min stop text call 08712460324 10p min,"['hungri', 'gay', 'guy', 'feel', 'hungri', '4', 'call', '08718730555', '10p', 'min', 'stop', 'text', 'call', '08712460324', '10p', 'min']"
937,1,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls  1/minmoremobsEMSPOBox45PO139WA,u get 2 phone wan na chat 2 set meet call 09096102316 u cum 2moro luv jane xx call 1 minmoremobsemspobox45po139wa,"['u', 'get', '2', 'phone', 'wan', 'na', 'chat', '2', 'set', 'meet', 'call', '09096102316', 'u', 'cum', '2moro', 'luv', 'jane', 'xx', 'call', '1', 'minmoremobsemspobox45po139wa']"
938,1,network operator. The service is free. For T & C's visit 80488.biz,network oper servic free c visit 80488 biz,"['network', 'oper', 'servic', 'free', 'c', 'visit', '80488', 'biz']"
939,1,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,enjoy jamster videosound gold club credit 2 new videosound 2 logo musicnew get fun jamster co uk 16 help call 09701213186,"['enjoy', 'jamster', 'videosound', 'gold', 'club', 'credit', '2', 'new', 'videosound', '2', 'logo', 'musicnew', 'get', 'fun', 'jamster', 'co', 'uk', '16', 'help', 'call', '09701213186']"
940,1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",get 3 lion england tone repli lionm 4 mono lionp 4 poli 4 go 2 www rington co uk origin n best tone 3gbp network oper rate appli,"['get', '3', 'lion', 'england', 'tone', 'repli', 'lionm', '4', 'mono', 'lionp', '4', 'poli', '4', 'go', '2', 'www', 'rington', 'co', 'uk', 'origin', 'n', 'best', 'tone', '3gbp', 'network', 'oper', 'rate', 'appli']"
941,1,"Win the newest      Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",win newest harri potter order phoenix book 5 repli harri answer 5 question chanc first among reader,"['win', 'newest', 'harri', 'potter', 'order', 'phoenix', 'book', '5', 'repli', 'harri', 'answer', '5', 'question', 'chanc', 'first', 'among', 'reader']"
942,1,Ur balance is now  500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,ur balanc 500 ur next question sang uptown girl 80 2 answer txt ur answer 83600 good luck,"['ur', 'balanc', '500', 'ur', 'next', 'question', 'sang', 'uptown', 'girl', '80', '2', 'answer', 'txt', 'ur', 'answer', '83600', 'good', 'luck']"
943,1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716  3/wk",free2day sexi st georg day pic jordan txt pic 89080 dont miss everi wk sauci celeb 4 pic c pocketbab co uk 0870241182716 3 wk,"['free2day', 'sexi', 'st', 'georg', 'day', 'pic', 'jordan', 'txt', 'pic', '89080', 'dont', 'miss', 'everi', 'wk', 'sauci', 'celeb', '4', 'pic', 'c', 'pocketbab', 'co', 'uk', '0870241182716', '3', 'wk']"
944,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k,"['hot', 'live', 'fantasi', 'call', '08707509020', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870', 'k']"
945,1,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",bear pic nick tom pete dick fact type tri gay chat photo upload call 08718730666 10p min 2 stop text call 08712460324,"['bear', 'pic', 'nick', 'tom', 'pete', 'dick', 'fact', 'type', 'tri', 'gay', 'chat', 'photo', 'upload', 'call', '08718730666', '10p', 'min', '2', 'stop', 'text', 'call', '08712460324']"
946,1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY  1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",500 new mobil 2004 must go txt nokia 89545 collect today 1 www 4 tc biz 2optout 087187262701 50gbp mtmsg18 txtauction,"['500', 'new', 'mobil', '2004', 'must', 'go', 'txt', 'nokia', '89545', 'collect', 'today', '1', 'www', '4', 'tc', 'biz', '2optout', '087187262701', '50gbp', 'mtmsg18', 'txtauction']"
947,1,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,doubl min doubl txt 1 2 price linerent latest orang bluetooth mobil call mobileupd8 latest offer 08000839402 call2optout lf56,"['doubl', 'min', 'doubl', 'txt', '1', '2', 'price', 'linerent', 'latest', 'orang', 'bluetooth', 'mobil', 'call', 'mobileupd8', 'latest', 'offer', '08000839402', 'call2optout', 'lf56']"
948,1,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1 nokia tone 4 ur mob everi week txt nok 87021 1st tone free get txtin tell ur friend 150p tone 16 repli hl 4info,"['1', 'nokia', 'tone', '4', 'ur', 'mob', 'everi', 'week', 'txt', 'nok', '87021', '1st', 'tone', 'free', 'get', 'txtin', 'tell', 'ur', 'friend', '150p', 'tone', '16', 'repli', 'hl', '4info']"
949,1,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",urgent import inform o2 user today lucki day 2 find log onto http www urawinn com fantast surpris await,"['urgent', 'import', 'inform', 'o2', 'user', 'today', 'lucki', 'day', '2', 'find', 'log', 'onto', 'http', 'www', 'urawinn', 'com', 'fantast', 'surpris', 'await']"
